"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Late night workout 🌙","20 Feb 2025, 22:03","20 Feb 2025, 22:33","","Pull Up",,"",0,"normal",,10,,,
"Late night workout 🌙","20 Feb 2025, 22:03","20 Feb 2025, 22:33","","Pull Up",,"",1,"normal",,8,,,
"Late night workout 🌙","20 Feb 2025, 22:03","20 Feb 2025, 22:33","","Pull Up",,"",2,"normal",,8,,,
"Late night workout 🌙","20 Feb 2025, 22:03","20 Feb 2025, 22:33","","Lat Pulldown (Cable)",,"",0,"normal",80,10,,,
"Late night workout 🌙","20 Feb 2025, 22:03","20 Feb 2025, 22:33","","Lat Pulldown (Cable)",,"",1,"normal",90,10,,,
"Late night workout 🌙","20 Feb 2025, 22:03","20 Feb 2025, 22:33","","Lat Pulldown (Cable)",,"",2,"normal",90,10,,,
"Late night workout 🌙","20 Feb 2025, 22:03","20 Feb 2025, 22:33","","Lateral Raise (Dumbbell)",,"",0,"normal",35,10,,,
"Late night workout 🌙","20 Feb 2025, 22:03","20 Feb 2025, 22:33","","Lateral Raise (Dumbbell)",,"",1,"normal",35,10,,,
"Late night workout 🌙","20 Feb 2025, 22:03","20 Feb 2025, 22:33","","Lateral Raise (Dumbbell)",,"",2,"normal",35,10,,,
"Late night workout 🌙","20 Feb 2025, 22:03","20 Feb 2025, 22:33","","Chest Supported Incline Row (Dumbbell)",,"",0,"normal",50,10,,,
"Late night workout 🌙","20 Feb 2025, 22:03","20 Feb 2025, 22:33","","Chest Supported Incline Row (Dumbbell)",,"",1,"normal",50,10,,,
"Late night workout 🌙","20 Feb 2025, 22:03","20 Feb 2025, 22:33","","Chest Supported Incline Row (Dumbbell)",,"",2,"normal",50,10,,,
"Late night workout 🌙","20 Feb 2025, 22:03","20 Feb 2025, 22:33","","Iso-Lateral Row (Machine)",,"",0,"normal",90,10,,,
"Late night workout 🌙","20 Feb 2025, 22:03","20 Feb 2025, 22:33","","Iso-Lateral Row (Machine)",,"",1,"normal",90,10,,,
"Late night workout 🌙","20 Feb 2025, 22:03","20 Feb 2025, 22:33","","Iso-Lateral Row (Machine)",,"",2,"normal",90,10,,,
"Day 1","18 Feb 2025, 21:46","18 Feb 2025, 22:36","","Squat (Barbell)",,"",0,"warmup",45,10,,,
"Day 1","18 Feb 2025, 21:46","18 Feb 2025, 22:36","","Squat (Barbell)",,"",1,"warmup",135,8,,,
"Day 1","18 Feb 2025, 21:46","18 Feb 2025, 22:36","","Squat (Barbell)",,"",2,"warmup",185,6,,,
"Day 1","18 Feb 2025, 21:46","18 Feb 2025, 22:36","","Squat (Barbell)",,"",3,"warmup",205,6,,,
"Day 1","18 Feb 2025, 21:46","18 Feb 2025, 22:36","","Squat (Barbell)",,"",4,"normal",225,5,,,
"Day 1","18 Feb 2025, 21:46","18 Feb 2025, 22:36","","Squat (Barbell)",,"",5,"normal",235,5,,,
"Day 1","18 Feb 2025, 21:46","18 Feb 2025, 22:36","","Squat (Barbell)",,"",6,"normal",245,5,,,
"Day 1","18 Feb 2025, 21:46","18 Feb 2025, 22:36","","Incline Bench Press (Dumbbell)",,"",0,"normal",90,10,,,
"Day 1","18 Feb 2025, 21:46","18 Feb 2025, 22:36","","Incline Bench Press (Dumbbell)",,"",1,"normal",90,10,,,
"Day 1","18 Feb 2025, 21:46","18 Feb 2025, 22:36","","Incline Bench Press (Dumbbell)",,"",2,"normal",90,10,,,
"Day 1","18 Feb 2025, 21:46","18 Feb 2025, 22:36","","Bulgarian Split Squat",,"",0,"normal",90,8,,,
"Day 1","18 Feb 2025, 21:46","18 Feb 2025, 22:36","","Triceps Pushdown",,"",0,"normal",60,10,,,
"Day 1","18 Feb 2025, 21:46","18 Feb 2025, 22:36","","Triceps Pushdown",,"",1,"normal",70,10,,,
"Day 1","18 Feb 2025, 21:46","18 Feb 2025, 22:36","","Triceps Pushdown",,"",2,"normal",70,10,,,
"Evening workout 🏋️","17 Feb 2025, 19:36","17 Feb 2025, 20:05","","Bench Press (Barbell)",,"",0,"normal",45,10,,0,
"Evening workout 🏋️","17 Feb 2025, 19:36","17 Feb 2025, 20:05","","Bench Press (Barbell)",,"",1,"normal",95,10,,0,
"Evening workout 🏋️","17 Feb 2025, 19:36","17 Feb 2025, 20:05","","Bench Press (Barbell)",,"",2,"normal",135,6,,0,
"Evening workout 🏋️","17 Feb 2025, 19:36","17 Feb 2025, 20:05","","Bench Press (Barbell)",,"",3,"normal",155,5,,0,
"Evening workout 🏋️","17 Feb 2025, 19:36","17 Feb 2025, 20:05","","Bench Press (Barbell)",,"",4,"normal",165,5,,0,
"Evening workout 🏋️","17 Feb 2025, 19:36","17 Feb 2025, 20:05","","Bench Press (Barbell)",,"",5,"normal",170,5,,0,
"Evening workout 🏋️","17 Feb 2025, 19:36","17 Feb 2025, 20:05","","Bench Press (Barbell)",,"",6,"normal",175,5,,0,
"Evening workout 🏋️","17 Feb 2025, 19:36","17 Feb 2025, 20:05","","Overhead Press (Barbell)",,"",0,"normal",45,10,,0,
"Evening workout 🏋️","17 Feb 2025, 19:36","17 Feb 2025, 20:05","","Overhead Press (Barbell)",,"",1,"normal",65,10,,0,
"Evening workout 🏋️","17 Feb 2025, 19:36","17 Feb 2025, 20:05","","Overhead Press (Barbell)",,"",2,"normal",75,8,,0,
"Evening workout 🏋️","17 Feb 2025, 19:36","17 Feb 2025, 20:05","","Overhead Press (Barbell)",,"",3,"normal",75,8,,0,
"Evening workout 🏋️","17 Feb 2025, 19:36","17 Feb 2025, 20:05","","Overhead Press (Barbell)",,"",4,"normal",75,7,,0,
"Evening workout 🏋️","17 Feb 2025, 19:36","17 Feb 2025, 20:05","","Chest Fly (Machine)",,"",0,"normal",85,10,,0,
"Evening workout 🏋️","17 Feb 2025, 19:36","17 Feb 2025, 20:05","","Chest Fly (Machine)",,"",1,"normal",85,10,,0,
"Evening workout 🏋️","17 Feb 2025, 19:36","17 Feb 2025, 20:05","","Chest Fly (Machine)",,"",2,"normal",85,10,,0,
"Day 3","8 Feb 2025, 20:44","8 Feb 2025, 22:11","","Pull Up (Weighted)",,"",0,"normal",10,6,,,
"Day 3","8 Feb 2025, 20:44","8 Feb 2025, 22:11","","Pull Up (Weighted)",,"",1,"normal",10,6,,,
"Day 3","8 Feb 2025, 20:44","8 Feb 2025, 22:11","","Pull Up (Weighted)",,"",2,"normal",,10,,,
"Day 3","8 Feb 2025, 20:44","8 Feb 2025, 22:11","","Deadlift (Barbell)",,"",0,"warmup",45,10,,,
"Day 3","8 Feb 2025, 20:44","8 Feb 2025, 22:11","","Deadlift (Barbell)",,"",1,"warmup",95,10,,,
"Day 3","8 Feb 2025, 20:44","8 Feb 2025, 22:11","","Deadlift (Barbell)",,"",2,"warmup",135,5,,,
"Day 3","8 Feb 2025, 20:44","8 Feb 2025, 22:11","","Deadlift (Barbell)",,"",3,"warmup",185,5,,,
"Day 3","8 Feb 2025, 20:44","8 Feb 2025, 22:11","","Deadlift (Barbell)",,"",4,"warmup",205,5,,,
"Day 3","8 Feb 2025, 20:44","8 Feb 2025, 22:11","","Deadlift (Barbell)",,"",5,"normal",225,5,,,
"Day 3","8 Feb 2025, 20:44","8 Feb 2025, 22:11","","Deadlift (Barbell)",,"",6,"normal",245,5,,,
"Day 3","8 Feb 2025, 20:44","8 Feb 2025, 22:11","","Deadlift (Barbell)",,"",7,"normal",245,5,,,
"Day 3","8 Feb 2025, 20:44","8 Feb 2025, 22:11","","Bench Press (Barbell)",,"",0,"normal",45,10,,,
"Day 3","8 Feb 2025, 20:44","8 Feb 2025, 22:11","","Bench Press (Barbell)",,"",1,"normal",95,10,,,
"Day 3","8 Feb 2025, 20:44","8 Feb 2025, 22:11","","Bench Press (Barbell)",,"",2,"normal",135,10,,,
"Day 3","8 Feb 2025, 20:44","8 Feb 2025, 22:11","","Bench Press (Barbell)",,"",3,"normal",155,5,,,
"Day 3","8 Feb 2025, 20:44","8 Feb 2025, 22:11","","Bench Press (Barbell)",,"",4,"normal",155,10,,,
"Day 2","5 Feb 2025, 22:10","5 Feb 2025, 23:08","","Romanian Deadlift (Barbell)",,"",0,"normal",85,6,,,
"Day 2","5 Feb 2025, 22:10","5 Feb 2025, 23:08","","Romanian Deadlift (Barbell)",,"",1,"normal",115,6,,,
"Day 2","5 Feb 2025, 22:10","5 Feb 2025, 23:08","","Romanian Deadlift (Barbell)",,"",2,"normal",135,6,,,
"Day 2","5 Feb 2025, 22:10","5 Feb 2025, 23:08","","Romanian Deadlift (Barbell)",,"",3,"normal",155,6,,,
"Day 2","5 Feb 2025, 22:10","5 Feb 2025, 23:08","","Romanian Deadlift (Barbell)",,"",4,"normal",175,6,,,
"Day 2","5 Feb 2025, 22:10","5 Feb 2025, 23:08","","Romanian Deadlift (Barbell)",,"",5,"normal",175,6,,,
"Day 2","5 Feb 2025, 22:10","5 Feb 2025, 23:08","","Romanian Deadlift (Barbell)",,"",6,"normal",175,6,,,
"Day 2","5 Feb 2025, 22:10","5 Feb 2025, 23:08","","Cable Crunch",,"",0,"normal",50,12,,,
"Day 2","5 Feb 2025, 22:10","5 Feb 2025, 23:08","","Cable Crunch",,"",1,"normal",75,12,,,
"Day 2","5 Feb 2025, 22:10","5 Feb 2025, 23:08","","Cable Crunch",,"",2,"normal",75,12,,,
"Day 2","5 Feb 2025, 22:10","5 Feb 2025, 23:08","","Hip Thrust (Barbell)",,"",0,"normal",195,10,,,
"Day 2","5 Feb 2025, 22:10","5 Feb 2025, 23:08","","Hip Thrust (Barbell)",,"",1,"normal",195,10,,,
"Day 2","5 Feb 2025, 22:10","5 Feb 2025, 23:08","","Hip Thrust (Barbell)",,"",2,"normal",195,10,,,
"Day 2","5 Feb 2025, 22:10","5 Feb 2025, 23:08","","Lat Pulldown (Cable)",,"",0,"normal",70,10,,,
"Day 2","5 Feb 2025, 22:10","5 Feb 2025, 23:08","","Lat Pulldown (Cable)",,"",1,"normal",85,10,,,
"Day 2","5 Feb 2025, 22:10","5 Feb 2025, 23:08","","Shoulder Press (Dumbbell)",,"",0,"normal",45,10,,,
"Day 2","5 Feb 2025, 22:10","5 Feb 2025, 23:08","","Shoulder Press (Dumbbell)",,"",1,"normal",65,10,,,
"Day 2","5 Feb 2025, 22:10","5 Feb 2025, 23:08","","Shoulder Press (Dumbbell)",,"",2,"normal",75,10,,,
"Day 2","5 Feb 2025, 22:10","5 Feb 2025, 23:08","","Shoulder Press (Dumbbell)",,"",3,"normal",85,10,,,
"Day 2","5 Feb 2025, 22:10","5 Feb 2025, 23:08","","Shoulder Press (Dumbbell)",,"",4,"normal",85,10,,,
"Day 2","5 Feb 2025, 22:10","5 Feb 2025, 23:08","","Side Bend (Dumbbell)",,"",0,"normal",45,10,,,
"Day 2","5 Feb 2025, 22:10","5 Feb 2025, 23:08","","Side Bend (Dumbbell)",,"",1,"normal",45,10,,,
"Day 2","5 Feb 2025, 22:10","5 Feb 2025, 23:08","","Side Bend (Dumbbell)",,"",2,"normal",45,10,,,
"Day 1","2 Feb 2025, 21:17","2 Feb 2025, 22:18","","Squat (Barbell)",,"",0,"warmup",45,10,,0,
"Day 1","2 Feb 2025, 21:17","2 Feb 2025, 22:18","","Squat (Barbell)",,"",1,"warmup",135,8,,0,
"Day 1","2 Feb 2025, 21:17","2 Feb 2025, 22:18","","Squat (Barbell)",,"",2,"warmup",185,6,,0,
"Day 1","2 Feb 2025, 21:17","2 Feb 2025, 22:18","","Squat (Barbell)",,"",3,"warmup",205,6,,0,
"Day 1","2 Feb 2025, 21:17","2 Feb 2025, 22:18","","Squat (Barbell)",,"",5,"normal",225,5,,0,
"Day 1","2 Feb 2025, 21:17","2 Feb 2025, 22:18","","Squat (Barbell)",,"",6,"normal",245,5,,0,
"Day 1","2 Feb 2025, 21:17","2 Feb 2025, 22:18","","Incline Bench Press (Barbell)",,"",0,"normal",95,10,,0,
"Day 1","2 Feb 2025, 21:17","2 Feb 2025, 22:18","","Incline Bench Press (Barbell)",,"",1,"normal",105,8,,0,
"Day 1","2 Feb 2025, 21:17","2 Feb 2025, 22:18","","Incline Bench Press (Barbell)",,"",2,"normal",115,8,,0,
"Day 1","2 Feb 2025, 21:17","2 Feb 2025, 22:18","","Bulgarian Split Squat",,"",0,"normal",90,8,,0,
"Day 1","2 Feb 2025, 21:17","2 Feb 2025, 22:18","","Bulgarian Split Squat",,"",1,"normal",90,8,,0,
"Day 1","2 Feb 2025, 21:17","2 Feb 2025, 22:18","","Bulgarian Split Squat",,"",2,"normal",90,8,,0,
"Day 1","2 Feb 2025, 21:17","2 Feb 2025, 22:18","","Triceps Pushdown",,"",0,"normal",60,12,,0,
"Day 1","2 Feb 2025, 21:17","2 Feb 2025, 22:18","","Triceps Pushdown",,"",1,"normal",70,12,,0,
"Day 1","2 Feb 2025, 21:17","2 Feb 2025, 22:18","","Triceps Pushdown",,"",2,"normal",79.5,8,,0,
"Afternoon workout 💪","1 Feb 2025, 12:36","1 Feb 2025, 13:03","","Bench Press (Barbell)",,"",0,"normal",45,10,,,
"Afternoon workout 💪","1 Feb 2025, 12:36","1 Feb 2025, 13:03","","Bench Press (Barbell)",,"",1,"normal",95,10,,,
"Afternoon workout 💪","1 Feb 2025, 12:36","1 Feb 2025, 13:03","","Bench Press (Barbell)",,"",2,"normal",135,8,,,
"Afternoon workout 💪","1 Feb 2025, 12:36","1 Feb 2025, 13:03","","Bench Press (Barbell)",,"",3,"normal",155,6,,,
"Afternoon workout 💪","1 Feb 2025, 12:36","1 Feb 2025, 13:03","","Bench Press (Barbell)",,"",4,"normal",165,5,,,
"Day 1","27 Jan 2025, 07:17","27 Jan 2025, 08:08","","Squat (Barbell)",,"",0,"warmup",45,10,,0,
"Day 1","27 Jan 2025, 07:17","27 Jan 2025, 08:08","","Squat (Barbell)",,"",1,"warmup",135,8,,0,
"Day 1","27 Jan 2025, 07:17","27 Jan 2025, 08:08","","Squat (Barbell)",,"",2,"warmup",185,6,,0,
"Day 1","27 Jan 2025, 07:17","27 Jan 2025, 08:08","","Squat (Barbell)",,"",3,"warmup",205,6,,0,
"Day 1","27 Jan 2025, 07:17","27 Jan 2025, 08:08","","Squat (Barbell)",,"",4,"normal",225,5,,0,
"Day 1","27 Jan 2025, 07:17","27 Jan 2025, 08:08","","Squat (Barbell)",,"",5,"normal",245,5,,0,
"Day 1","27 Jan 2025, 07:17","27 Jan 2025, 08:08","","Squat (Barbell)",,"",6,"normal",245,4,,0,
"Day 1","27 Jan 2025, 07:17","27 Jan 2025, 08:08","","Incline Bench Press (Dumbbell)",,"",0,"normal",90,10,,0,
"Day 1","27 Jan 2025, 07:17","27 Jan 2025, 08:08","","Incline Bench Press (Dumbbell)",,"",1,"normal",90,10,,0,
"Day 1","27 Jan 2025, 07:17","27 Jan 2025, 08:08","","Incline Bench Press (Dumbbell)",,"",2,"normal",90,10,,0,
"Day 1","27 Jan 2025, 07:17","27 Jan 2025, 08:08","","Bulgarian Split Squat",,"",0,"normal",90,8,,0,
"Day 1","27 Jan 2025, 07:17","27 Jan 2025, 08:08","","Bulgarian Split Squat",,"",1,"normal",90,8,,0,
"Day 1","27 Jan 2025, 07:17","27 Jan 2025, 08:08","","Triceps Pushdown",,"",0,"normal",60,12,,0,
"Day 1","27 Jan 2025, 07:17","27 Jan 2025, 08:08","","Triceps Pushdown",,"",1,"normal",70,12,,0,
"Day 1","27 Jan 2025, 07:17","27 Jan 2025, 08:08","","Triceps Pushdown",,"",2,"normal",70,8,,0,
"Day 1","27 Jan 2025, 07:17","27 Jan 2025, 08:08","","Lateral Raise (Dumbbell)",,"",0,"normal",30,10,,0,
"Day 2","19 Jan 2025, 10:50","19 Jan 2025, 11:38","","Overhead Press (Barbell)",,"",0,"normal",45,10,,,
"Day 2","19 Jan 2025, 10:50","19 Jan 2025, 11:38","","Overhead Press (Barbell)",,"",1,"normal",65,10,,,
"Day 2","19 Jan 2025, 10:50","19 Jan 2025, 11:38","","Overhead Press (Barbell)",,"",2,"normal",85,8,,,
"Day 2","19 Jan 2025, 10:50","19 Jan 2025, 11:38","","Overhead Press (Barbell)",,"",3,"normal",85,8,,,
"Day 2","19 Jan 2025, 10:50","19 Jan 2025, 11:38","","Overhead Press (Barbell)",,"",4,"normal",85,6,,,
