"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Evening workout 🏋️","2 Nov 2024, 20:05","2 Nov 2024, 21:20","","Lat Pulldown (Cable)",,"",0,"normal",85,10,,,
"Evening workout 🏋️","2 Nov 2024, 20:05","2 Nov 2024, 21:20","","Lat Pulldown (Cable)",,"",1,"normal",100,10,,,
"Evening workout 🏋️","2 Nov 2024, 20:05","2 Nov 2024, 21:20","","Lat Pulldown (Cable)",,"",2,"normal",120,10,,,
"Evening workout 🏋️","2 Nov 2024, 20:05","2 Nov 2024, 21:20","","Hip Abduction (Machine)",,"",0,"normal",145,10,,,
"Evening workout 🏋️","2 Nov 2024, 20:05","2 Nov 2024, 21:20","","Hip Abduction (Machine)",,"",1,"normal",145,10,,,
"Evening workout 🏋️","2 Nov 2024, 20:05","2 Nov 2024, 21:20","","Hip Abduction (Machine)",,"",2,"normal",145,10,,,
"Evening workout 🏋️","2 Nov 2024, 20:05","2 Nov 2024, 21:20","","Hip Adduction (Machine)",,"",0,"normal",145,10,,,
"Evening workout 🏋️","2 Nov 2024, 20:05","2 Nov 2024, 21:20","","Hip Adduction (Machine)",,"",1,"normal",160,10,,,
"Evening workout 🏋️","2 Nov 2024, 20:05","2 Nov 2024, 21:20","","Hip Adduction (Machine)",,"",2,"normal",175,15,,,
"Evening workout 🏋️","2 Nov 2024, 20:05","2 Nov 2024, 21:20","","Seated Leg Curl (Machine)",,"",0,"normal",70,8,,,
"Evening workout 🏋️","2 Nov 2024, 20:05","2 Nov 2024, 21:20","","Seated Leg Curl (Machine)",,"",1,"normal",90,8,,,
"Evening workout 🏋️","2 Nov 2024, 20:05","2 Nov 2024, 21:20","","Seated Leg Curl (Machine)",,"",2,"normal",110,8,,,
"Evening workout 🏋️","1 Nov 2024, 18:45","1 Nov 2024, 19:37","","Bench Press (Barbell)",,"",0,"normal",45,5,,,
"Evening workout 🏋️","1 Nov 2024, 18:45","1 Nov 2024, 19:37","","Bench Press (Barbell)",,"",1,"normal",95,8,,,
"Evening workout 🏋️","1 Nov 2024, 18:45","1 Nov 2024, 19:37","","Bench Press (Barbell)",,"",2,"normal",135,5,,,
"Evening workout 🏋️","1 Nov 2024, 18:45","1 Nov 2024, 19:37","","Bench Press (Barbell)",,"",3,"normal",155,5,,,
"Evening workout 🏋️","1 Nov 2024, 18:45","1 Nov 2024, 19:37","","Bench Press (Barbell)",,"",4,"normal",165,5,,,
"Evening workout 🏋️","1 Nov 2024, 18:45","1 Nov 2024, 19:37","","Bench Press (Barbell)",,"",5,"normal",175,5,,,
"Evening workout 🏋️","1 Nov 2024, 18:45","1 Nov 2024, 19:37","","Bench Press (Barbell)",,"",6,"normal",165,5,,,
"Evening workout 🏋️","1 Nov 2024, 18:45","1 Nov 2024, 19:37","","Overhead Press (Barbell)",,"",0,"normal",75,8,,,
"Evening workout 🏋️","1 Nov 2024, 18:45","1 Nov 2024, 19:37","","Overhead Press (Barbell)",,"",1,"normal",85,8,,,
"Evening workout 🏋️","1 Nov 2024, 18:45","1 Nov 2024, 19:37","","Overhead Press (Barbell)",,"",2,"normal",85,8,,,
"Evening workout 🏋️","1 Nov 2024, 18:45","1 Nov 2024, 19:37","","Chin Up (Weighted)",,"",0,"normal",10,8,,,
"Evening workout 🏋️","1 Nov 2024, 18:45","1 Nov 2024, 19:37","","Chin Up (Weighted)",,"",1,"normal",10,8,,,
"Evening workout 🏋️","1 Nov 2024, 18:45","1 Nov 2024, 19:37","","Chin Up (Weighted)",,"",2,"normal",15,6,,,
"Evening workout 🏋️","1 Nov 2024, 18:45","1 Nov 2024, 19:37","","Lateral Raise (Dumbbell)",,"",0,"normal",40,12,,,
"Evening workout 🏋️","1 Nov 2024, 18:45","1 Nov 2024, 19:37","","Lateral Raise (Dumbbell)",,"",1,"normal",40,12,,,
"Evening workout 🏋️","31 Oct 2024, 18:28","31 Oct 2024, 19:19","","Bent Over Row (Barbell)",,"",0,"normal",95,8,,,
"Evening workout 🏋️","31 Oct 2024, 18:28","31 Oct 2024, 19:19","","Bent Over Row (Barbell)",,"",1,"normal",115,8,,,
"Evening workout 🏋️","31 Oct 2024, 18:28","31 Oct 2024, 19:19","","Bent Over Row (Barbell)",,"",2,"normal",135,8,,,
"Evening workout 🏋️","31 Oct 2024, 18:28","31 Oct 2024, 19:19","","Bent Over Row (Barbell)",,"",3,"normal",155,8,,,
"Evening workout 🏋️","31 Oct 2024, 18:28","31 Oct 2024, 19:19","","Bent Over Row (Barbell)",,"",4,"normal",155,8,,,
"Evening workout 🏋️","31 Oct 2024, 18:28","31 Oct 2024, 19:19","","Triceps Dip (Weighted)",,"",0,"normal",10,6,,,
"Evening workout 🏋️","31 Oct 2024, 18:28","31 Oct 2024, 19:19","","Triceps Dip (Weighted)",,"",1,"normal",25,6,,,
"Evening workout 🏋️","31 Oct 2024, 18:28","31 Oct 2024, 19:19","","Triceps Dip (Weighted)",,"",2,"normal",35,6,,,
"Evening workout 🏋️","31 Oct 2024, 18:28","31 Oct 2024, 19:19","","Triceps Dip (Weighted)",,"",3,"normal",45,6,,,
"Evening workout 🏋️","31 Oct 2024, 18:28","31 Oct 2024, 19:19","","Triceps Dip (Weighted)",,"",4,"normal",45,6,,,
"Evening workout 🏋️","31 Oct 2024, 18:28","31 Oct 2024, 19:19","","Lat Pulldown (Cable)",,"",0,"normal",70,12,,,
"Evening workout 🏋️","31 Oct 2024, 18:28","31 Oct 2024, 19:19","","Lat Pulldown (Cable)",,"",1,"normal",85,12,,,
"Evening workout 🏋️","31 Oct 2024, 18:28","31 Oct 2024, 19:19","","Lat Pulldown (Cable)",,"",2,"normal",100,12,,,
"Evening workout 🏋️","31 Oct 2024, 18:28","31 Oct 2024, 19:19","","Decline Crunch",,"",0,"normal",,15,,,
"Evening workout 🏋️","31 Oct 2024, 18:28","31 Oct 2024, 19:19","","Decline Crunch",,"",1,"normal",,15,,,
"Evening workout 🏋️","31 Oct 2024, 18:28","31 Oct 2024, 19:19","","Decline Crunch",,"",2,"normal",,15,,,
"Late night workout 🌙","28 Oct 2024, 21:18","28 Oct 2024, 22:02","","Deadlift (Barbell)",,"",0,"normal",135,8,,,
"Late night workout 🌙","28 Oct 2024, 21:18","28 Oct 2024, 22:02","","Deadlift (Barbell)",,"",1,"normal",185,6,,,
"Late night workout 🌙","28 Oct 2024, 21:18","28 Oct 2024, 22:02","","Deadlift (Barbell)",,"",2,"normal",205,6,,,
"Late night workout 🌙","28 Oct 2024, 21:18","28 Oct 2024, 22:02","","Deadlift (Barbell)",,"",3,"normal",225,6,,,
"Late night workout 🌙","28 Oct 2024, 21:18","28 Oct 2024, 22:02","","Deadlift (Barbell)",,"",4,"normal",245,6,,,
"Late night workout 🌙","28 Oct 2024, 21:18","28 Oct 2024, 22:02","","Deadlift (Barbell)",,"",5,"normal",265,6,,,
"Late night workout 🌙","28 Oct 2024, 21:18","28 Oct 2024, 22:02","","Incline Bench Press (Barbell)",,"",0,"normal",95,10,,,
"Late night workout 🌙","28 Oct 2024, 21:18","28 Oct 2024, 22:02","","Incline Bench Press (Barbell)",,"",1,"normal",105,10,,,
"Late night workout 🌙","28 Oct 2024, 21:18","28 Oct 2024, 22:02","","Split Squat (Dumbbell)",,"",0,"normal",50,10,,,
"Late night workout 🌙","28 Oct 2024, 21:18","28 Oct 2024, 22:02","","Split Squat (Dumbbell)",,"",1,"normal",70,10,,,
"Late night workout 🌙","24 Oct 2024, 21:18","24 Oct 2024, 22:01","","Squat (Barbell)",,"",0,"normal",45,8,,,
"Late night workout 🌙","24 Oct 2024, 21:18","24 Oct 2024, 22:01","","Squat (Barbell)",,"",1,"normal",95,6,,,
"Late night workout 🌙","24 Oct 2024, 21:18","24 Oct 2024, 22:01","","Squat (Barbell)",,"",2,"normal",135,6,,,
"Late night workout 🌙","24 Oct 2024, 21:18","24 Oct 2024, 22:01","","Squat (Barbell)",,"",3,"normal",185,6,,,
"Late night workout 🌙","24 Oct 2024, 21:18","24 Oct 2024, 22:01","","Squat (Barbell)",,"",4,"normal",205,6,,,
"Late night workout 🌙","24 Oct 2024, 21:18","24 Oct 2024, 22:01","","Squat (Barbell)",,"",5,"normal",225,6,,,
"Late night workout 🌙","24 Oct 2024, 21:18","24 Oct 2024, 22:01","","Squat (Barbell)",,"",6,"normal",245,6,,,
"Late night workout 🌙","24 Oct 2024, 21:18","24 Oct 2024, 22:01","","Squat (Barbell)",,"",7,"normal",185,6,,,
"Late night workout 🌙","24 Oct 2024, 21:18","24 Oct 2024, 22:01","","Squat (Barbell)",,"",8,"normal",185,6,,,
"Late night workout 🌙","24 Oct 2024, 21:18","24 Oct 2024, 22:01","","Bench Press (Barbell)",,"",0,"normal",45,5,,,
"Late night workout 🌙","24 Oct 2024, 21:18","24 Oct 2024, 22:01","","Bench Press (Barbell)",,"",1,"normal",95,8,,,
"Late night workout 🌙","24 Oct 2024, 21:18","24 Oct 2024, 22:01","","Bench Press (Barbell)",,"",2,"normal",135,8,,,
"Late night workout 🌙","24 Oct 2024, 21:18","24 Oct 2024, 22:01","","Bench Press (Barbell)",,"",3,"normal",145,8,,,
"Morning workout ☀️","23 Oct 2024, 06:54","23 Oct 2024, 07:43","","Overhead Press (Barbell)",,"",0,"normal",45,10,,,
"Morning workout ☀️","23 Oct 2024, 06:54","23 Oct 2024, 07:43","","Overhead Press (Barbell)",,"",1,"normal",65,8,,,
"Morning workout ☀️","23 Oct 2024, 06:54","23 Oct 2024, 07:43","","Overhead Press (Barbell)",,"",2,"normal",75,8,,,
"Morning workout ☀️","23 Oct 2024, 06:54","23 Oct 2024, 07:43","","Overhead Press (Barbell)",,"",3,"normal",85,8,,,
"Morning workout ☀️","23 Oct 2024, 06:54","23 Oct 2024, 07:43","","Overhead Press (Barbell)",,"",4,"normal",85,8,,,
"Morning workout ☀️","23 Oct 2024, 06:54","23 Oct 2024, 07:43","","Chin Up (Weighted)",,"",0,"normal",,8,,,
"Morning workout ☀️","23 Oct 2024, 06:54","23 Oct 2024, 07:43","","Chin Up (Weighted)",,"",1,"normal",10,8,,,
"Morning workout ☀️","23 Oct 2024, 06:54","23 Oct 2024, 07:43","","Chin Up (Weighted)",,"",2,"normal",15,6,,,
"Morning workout ☀️","23 Oct 2024, 06:54","23 Oct 2024, 07:43","","Lateral Raise (Dumbbell)",,"",0,"normal",12,20,,,
"Morning workout ☀️","23 Oct 2024, 06:54","23 Oct 2024, 07:43","","Lateral Raise (Dumbbell)",,"",1,"normal",12,30,,,
"Morning workout ☀️","23 Oct 2024, 06:54","23 Oct 2024, 07:43","","Lateral Raise (Dumbbell)",,"",2,"normal",12,40,,,
"Morning workout ☀️","23 Oct 2024, 06:54","23 Oct 2024, 07:43","","Dragon Flag",,"",0,"normal",,10,,,
"Morning workout ☀️","23 Oct 2024, 06:54","23 Oct 2024, 07:43","","Dragon Flag",,"",1,"normal",,10,,,
"Morning workout ☀️","23 Oct 2024, 06:54","23 Oct 2024, 07:43","","Dragon Flag",,"",2,"normal",,10,,,
"Morning workout ☀️","20 Oct 2024, 10:18","20 Oct 2024, 11:31","","Squat (Barbell)",,"",0,"normal",45,8,,,
"Morning workout ☀️","20 Oct 2024, 10:18","20 Oct 2024, 11:31","","Squat (Barbell)",,"",1,"normal",95,5,,,
"Morning workout ☀️","20 Oct 2024, 10:18","20 Oct 2024, 11:31","","Squat (Barbell)",,"",2,"normal",135,4,,,
"Morning workout ☀️","20 Oct 2024, 10:18","20 Oct 2024, 11:31","","Squat (Barbell)",,"",3,"normal",155,4,,,
"Morning workout ☀️","20 Oct 2024, 10:18","20 Oct 2024, 11:31","","Squat (Barbell)",,"",4,"normal",185,4,,,
"Morning workout ☀️","20 Oct 2024, 10:18","20 Oct 2024, 11:31","","Squat (Barbell)",,"",5,"normal",205,4,,,
"Morning workout ☀️","20 Oct 2024, 10:18","20 Oct 2024, 11:31","","Squat (Barbell)",,"",6,"normal",205,4,,,
"Morning workout ☀️","20 Oct 2024, 10:18","20 Oct 2024, 11:31","","Squat (Barbell)",,"",7,"normal",205,4,,,
"Morning workout ☀️","20 Oct 2024, 10:18","20 Oct 2024, 11:31","","Squat (Barbell)",,"",8,"normal",205,3,,,
"Morning workout ☀️","20 Oct 2024, 10:18","20 Oct 2024, 11:31","","Bench Press - Close Grip (Barbell)",,"",0,"normal",45,10,,,
"Morning workout ☀️","20 Oct 2024, 10:18","20 Oct 2024, 11:31","","Bench Press - Close Grip (Barbell)",,"",1,"normal",95,8,,,
"Morning workout ☀️","20 Oct 2024, 10:18","20 Oct 2024, 11:31","","Bench Press - Close Grip (Barbell)",,"",2,"normal",135,8,,,
"Morning workout ☀️","20 Oct 2024, 10:18","20 Oct 2024, 11:31","","Bench Press - Close Grip (Barbell)",,"",3,"normal",145,8,,,
"Morning workout ☀️","20 Oct 2024, 10:18","20 Oct 2024, 11:31","","Bench Press - Close Grip (Barbell)",,"",4,"normal",145,8,,,
"Morning workout ☀️","20 Oct 2024, 10:18","20 Oct 2024, 11:31","","Bench Press - Close Grip (Barbell)",,"",5,"normal",145,5,,,
"Morning workout ☀️","20 Oct 2024, 10:18","20 Oct 2024, 11:31","","Seated Leg Curl (Machine)",,"",0,"normal",70,8,,,
"Morning workout ☀️","20 Oct 2024, 10:18","20 Oct 2024, 11:31","","Seated Leg Curl (Machine)",,"",1,"normal",90,8,,,
"Morning workout ☀️","20 Oct 2024, 10:18","20 Oct 2024, 11:31","","Seated Leg Curl (Machine)",,"",2,"normal",110,8,,,
"Morning workout ☀️","20 Oct 2024, 10:18","20 Oct 2024, 11:31","","Seated Leg Curl (Machine)",,"",3,"normal",110,8,,,
"Morning workout ☀️","20 Oct 2024, 10:18","20 Oct 2024, 11:31","","Lat Pulldown (Cable)",,"",0,"normal",70,12,,,
"Morning workout ☀️","20 Oct 2024, 10:18","20 Oct 2024, 11:31","","Lat Pulldown (Cable)",,"",1,"normal",75,12,,,
"Morning workout ☀️","20 Oct 2024, 10:18","20 Oct 2024, 11:31","","Lat Pulldown (Cable)",,"",2,"normal",85,12,,,
"Morning workout ☀️","19 Oct 2024, 09:40","19 Oct 2024, 10:32","","Bent Over Row (Barbell)",,"145 RPE 9",0,"normal",75,8,,,
"Morning workout ☀️","19 Oct 2024, 09:40","19 Oct 2024, 10:32","","Bent Over Row (Barbell)",,"145 RPE 9",1,"normal",105,8,,,
"Morning workout ☀️","19 Oct 2024, 09:40","19 Oct 2024, 10:32","","Bent Over Row (Barbell)",,"145 RPE 9",2,"normal",125,8,,,
"Morning workout ☀️","19 Oct 2024, 09:40","19 Oct 2024, 10:32","","Bent Over Row (Barbell)",,"145 RPE 9",3,"normal",145,8,,,
"Morning workout ☀️","19 Oct 2024, 09:40","19 Oct 2024, 10:32","","Bent Over Row (Barbell)",,"145 RPE 9",4,"normal",145,8,,,
"Morning workout ☀️","19 Oct 2024, 09:40","19 Oct 2024, 10:32","","Triceps Dip (Weighted)",,"",0,"normal",15,6,,,
"Morning workout ☀️","19 Oct 2024, 09:40","19 Oct 2024, 10:32","","Triceps Dip (Weighted)",,"",1,"normal",25,6,,,
"Morning workout ☀️","19 Oct 2024, 09:40","19 Oct 2024, 10:32","","Triceps Dip (Weighted)",,"",2,"normal",35,6,,,
"Morning workout ☀️","19 Oct 2024, 09:40","19 Oct 2024, 10:32","","Triceps Dip (Weighted)",,"",3,"normal",45,6,,,
"Morning workout ☀️","19 Oct 2024, 09:40","19 Oct 2024, 10:32","","Triceps Dip (Weighted)",,"",4,"normal",45,6,,,
"Morning workout ☀️","19 Oct 2024, 09:40","19 Oct 2024, 10:32","","Triceps Dip (Weighted)",,"",5,"normal",45,6,,,
"Morning workout ☀️","19 Oct 2024, 09:40","19 Oct 2024, 10:32","","Lat Pulldown (Cable)",,"",0,"normal",75,12,,,
"Morning workout ☀️","19 Oct 2024, 09:40","19 Oct 2024, 10:32","","Lat Pulldown (Cable)",,"",1,"normal",85,12,,,
"Morning workout ☀️","19 Oct 2024, 09:40","19 Oct 2024, 10:32","","Lat Pulldown (Cable)",,"",2,"normal",100,12,,,
"Morning workout ☀️","19 Oct 2024, 09:40","19 Oct 2024, 10:32","","Lat Pulldown (Cable)",,"",3,"normal",105,11,,,
"Morning workout ☀️","19 Oct 2024, 09:40","19 Oct 2024, 10:32","","Decline Crunch",,"",0,"normal",,15,,,
"Morning workout ☀️","19 Oct 2024, 09:40","19 Oct 2024, 10:32","","Decline Crunch",,"",1,"normal",,15,,,
"Morning workout ☀️","19 Oct 2024, 09:40","19 Oct 2024, 10:32","","Decline Crunch",,"",2,"normal",,15,,,
"Evening workout 🏋️","17 Oct 2024, 20:55","17 Oct 2024, 21:45","","Deadlift (Barbell)",,"185 RPE 6
205",0,"normal",135,6,,,
"Evening workout 🏋️","17 Oct 2024, 20:55","17 Oct 2024, 21:45","","Deadlift (Barbell)",,"185 RPE 6
205",1,"normal",185,6,,,
"Evening workout 🏋️","17 Oct 2024, 20:55","17 Oct 2024, 21:45","","Deadlift (Barbell)",,"185 RPE 6
205",2,"normal",205,6,,,
"Evening workout 🏋️","17 Oct 2024, 20:55","17 Oct 2024, 21:45","","Deadlift (Barbell)",,"185 RPE 6
205",3,"normal",225,6,,,
"Evening workout 🏋️","17 Oct 2024, 20:55","17 Oct 2024, 21:45","","Deadlift (Barbell)",,"185 RPE 6
205",4,"normal",225,6,,,
"Evening workout 🏋️","17 Oct 2024, 20:55","17 Oct 2024, 21:45","","Deadlift (Barbell)",,"185 RPE 6
205",5,"normal",245,6,,,
"Evening workout 🏋️","17 Oct 2024, 20:55","17 Oct 2024, 21:45","","Deadlift (Barbell)",,"185 RPE 6
205",6,"normal",185,6,,,
"Evening workout 🏋️","17 Oct 2024, 20:55","17 Oct 2024, 21:45","","Deadlift (Barbell)",,"185 RPE 6
205",7,"normal",185,6,,,
"Evening workout 🏋️","17 Oct 2024, 20:55","17 Oct 2024, 21:45","","Incline Bench Press (Barbell)",,"95 RPE 7",0,"normal",95,10,,,
"Evening workout 🏋️","17 Oct 2024, 20:55","17 Oct 2024, 21:45","","Incline Bench Press (Barbell)",,"95 RPE 7",1,"normal",105,10,,,
"Evening workout 🏋️","17 Oct 2024, 20:55","17 Oct 2024, 21:45","","Incline Bench Press (Barbell)",,"95 RPE 7",2,"normal",110,10,,,
"Evening workout 🏋️","17 Oct 2024, 20:55","17 Oct 2024, 21:45","","Incline Bench Press (Barbell)",,"95 RPE 7",3,"normal",95,10,,,
"Leg Day","15 Oct 2024, 07:40","15 Oct 2024, 08:34","","Squat (Barbell)",,"",0,"warmup",45,10,,,
"Leg Day","15 Oct 2024, 07:40","15 Oct 2024, 08:34","","Squat (Barbell)",,"",1,"warmup",135,8,,,
"Leg Day","15 Oct 2024, 07:40","15 Oct 2024, 08:34","","Squat (Barbell)",,"",2,"warmup",185,5,,,
"Leg Day","15 Oct 2024, 07:40","15 Oct 2024, 08:34","","Squat (Barbell)",,"",3,"warmup",205,5,,,
"Leg Day","15 Oct 2024, 07:40","15 Oct 2024, 08:34","","Squat (Barbell)",,"",4,"normal",225,5,,,
"Leg Day","15 Oct 2024, 07:40","15 Oct 2024, 08:34","","Squat (Barbell)",,"",5,"normal",235,5,,,
"Leg Day","15 Oct 2024, 07:40","15 Oct 2024, 08:34","","Squat (Barbell)",,"",6,"normal",245,5,,,
"Leg Day","15 Oct 2024, 07:40","15 Oct 2024, 08:34","","Bulgarian Split Squat",,"",0,"normal",40,10,,,
"Leg Day","15 Oct 2024, 07:40","15 Oct 2024, 08:34","","Bulgarian Split Squat",,"",1,"normal",40,10,,,
"Leg Day","15 Oct 2024, 07:40","15 Oct 2024, 08:34","","Bulgarian Split Squat",,"",2,"normal",40,10,,,
"Leg Day","15 Oct 2024, 07:40","15 Oct 2024, 08:34","","Hip Abduction (Machine)",,"",0,"normal",145,10,,,
"Leg Day","15 Oct 2024, 07:40","15 Oct 2024, 08:34","","Hip Abduction (Machine)",,"",1,"normal",145,10,,,
"Leg Day","15 Oct 2024, 07:40","15 Oct 2024, 08:34","","Hip Abduction (Machine)",,"",2,"normal",145,10,,,
"Leg Day","15 Oct 2024, 07:40","15 Oct 2024, 08:34","","Hip Adduction (Machine)",,"",0,"normal",145,15,,,
"Leg Day","15 Oct 2024, 07:40","15 Oct 2024, 08:34","","Hip Adduction (Machine)",,"",1,"normal",160,15,,,
"Leg Day","15 Oct 2024, 07:40","15 Oct 2024, 08:34","","Hip Adduction (Machine)",,"",2,"normal",160,12,,,
"Back day","12 Oct 2024, 16:26","12 Oct 2024, 17:29","","Deadlift (Barbell)",,"",0,"normal",135,10,,,
"Back day","12 Oct 2024, 16:26","12 Oct 2024, 17:29","","Deadlift (Barbell)",,"",1,"normal",155,5,,,
"Back day","12 Oct 2024, 16:26","12 Oct 2024, 17:29","","Deadlift (Barbell)",,"",2,"normal",185,5,,,
"Back day","12 Oct 2024, 16:26","12 Oct 2024, 17:29","","Deadlift (Barbell)",,"",3,"normal",205,5,,,
"Back day","12 Oct 2024, 16:26","12 Oct 2024, 17:29","","Deadlift (Barbell)",,"",4,"normal",225,5,,,
"Back day","12 Oct 2024, 16:26","12 Oct 2024, 17:29","","Deadlift (Barbell)",,"",5,"normal",225,5,,,
"Back day","12 Oct 2024, 16:26","12 Oct 2024, 17:29","","Bent Over Row (Barbell)",,"",0,"normal",95,10,,,
"Back day","12 Oct 2024, 16:26","12 Oct 2024, 17:29","","Bent Over Row (Barbell)",,"",1,"normal",95,10,,,
"Back day","12 Oct 2024, 16:26","12 Oct 2024, 17:29","","Bent Over Row (Barbell)",,"",2,"normal",125,10,,,
"Back day","12 Oct 2024, 16:26","12 Oct 2024, 17:29","","Pull Up",,"",0,"normal",,6,,,
"Back day","12 Oct 2024, 16:26","12 Oct 2024, 17:29","","Pull Up",,"",1,"normal",,6,,,
"Back day","12 Oct 2024, 16:26","12 Oct 2024, 17:29","","Pull Up",,"",2,"normal",,6,,,
"Back day","12 Oct 2024, 16:26","12 Oct 2024, 17:29","","Iso-Lateral Row (Machine)",,"",0,"normal",102,10,,,
"Back day","12 Oct 2024, 16:26","12 Oct 2024, 17:29","","Iso-Lateral Row (Machine)",,"",1,"normal",102,10,,,
"Back day","12 Oct 2024, 16:26","12 Oct 2024, 17:29","","Iso-Lateral Row (Machine)",,"",2,"normal",102,10,,,
"Back day","12 Oct 2024, 16:26","12 Oct 2024, 17:29","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",55,10,,,
"Back day","12 Oct 2024, 16:26","12 Oct 2024, 17:29","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",70,10,,,
"Back day","12 Oct 2024, 16:26","12 Oct 2024, 17:29","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",70,10,,,
"Back day","12 Oct 2024, 16:26","12 Oct 2024, 17:29","","Rear Delt Reverse Fly (Dumbbell)",,"",0,"normal",25,10,,,
"Back day","12 Oct 2024, 16:26","12 Oct 2024, 17:29","","Rear Delt Reverse Fly (Dumbbell)",,"",1,"normal",25,10,,,
"Back day","12 Oct 2024, 16:26","12 Oct 2024, 17:29","","Rear Delt Reverse Fly (Dumbbell)",,"",2,"normal",25,10,,,
"Back day","12 Oct 2024, 16:26","12 Oct 2024, 17:29","","Face Pull",,"",0,"normal",20,10,,,
"Back day","12 Oct 2024, 16:26","12 Oct 2024, 17:29","","Face Pull",,"",1,"normal",20,10,,,
"Back day","12 Oct 2024, 16:26","12 Oct 2024, 17:29","","Face Pull",,"",2,"normal",20,10,,,
"Chest","11 Oct 2024, 07:52","11 Oct 2024, 08:49","","Bench Press (Barbell)",,"",0,"warmup",45,10,,,
"Chest","11 Oct 2024, 07:52","11 Oct 2024, 08:49","","Bench Press (Barbell)",,"",1,"warmup",95,10,,,
"Chest","11 Oct 2024, 07:52","11 Oct 2024, 08:49","","Bench Press (Barbell)",,"",2,"warmup",135,8,,,
"Chest","11 Oct 2024, 07:52","11 Oct 2024, 08:49","","Bench Press (Barbell)",,"",3,"warmup",155,5,,,
"Chest","11 Oct 2024, 07:52","11 Oct 2024, 08:49","","Bench Press (Barbell)",,"",4,"normal",165,5,,,
"Chest","11 Oct 2024, 07:52","11 Oct 2024, 08:49","","Bench Press (Barbell)",,"",5,"normal",170,5,,,
"Chest","11 Oct 2024, 07:52","11 Oct 2024, 08:49","","Bench Press (Barbell)",,"",6,"normal",175,3,,,
"Chest","11 Oct 2024, 07:52","11 Oct 2024, 08:49","","Overhead Press (Barbell)",,"",0,"normal",75,12,,,
"Chest","11 Oct 2024, 07:52","11 Oct 2024, 08:49","","Overhead Press (Barbell)",,"",1,"normal",75,10,,,
"Chest","11 Oct 2024, 07:52","11 Oct 2024, 08:49","","Overhead Press (Barbell)",,"",2,"normal",75,10,,,
"Chest","11 Oct 2024, 07:52","11 Oct 2024, 08:49","","Bicep Curl (Machine)",,"",0,"normal",45,12,,,
"Chest","11 Oct 2024, 07:52","11 Oct 2024, 08:49","","Bicep Curl (Machine)",,"",1,"normal",45,10,,,
"Chest","11 Oct 2024, 07:52","11 Oct 2024, 08:49","","Bicep Curl (Machine)",,"",2,"normal",45,10,,,
"Chest","11 Oct 2024, 07:52","11 Oct 2024, 08:49","","Incline Bench Press (Dumbbell)",,"",0,"normal",60,10,,,
"Chest","11 Oct 2024, 07:52","11 Oct 2024, 08:49","","Incline Bench Press (Dumbbell)",,"",1,"normal",60,12,,,
"Chest","11 Oct 2024, 07:52","11 Oct 2024, 08:49","","Incline Bench Press (Dumbbell)",,"",2,"normal",60,12,,,
"Chest","11 Oct 2024, 07:52","11 Oct 2024, 08:49","","Skullcrusher (Barbell)",,"",0,"normal",45,10,,,
"Chest","11 Oct 2024, 07:52","11 Oct 2024, 08:49","","Skullcrusher (Barbell)",,"",1,"normal",45,10,,,
"Chest","11 Oct 2024, 07:52","11 Oct 2024, 08:49","","Skullcrusher (Barbell)",,"",2,"normal",45,10,,,
"Back day","9 Oct 2024, 07:58","9 Oct 2024, 08:32","","Bent Over Row (Barbell)",,"",0,"normal",45,8,,,
"Back day","9 Oct 2024, 07:58","9 Oct 2024, 08:32","","Bent Over Row (Barbell)",,"",1,"normal",95,10,,,
"Back day","9 Oct 2024, 07:58","9 Oct 2024, 08:32","","Bent Over Row (Barbell)",,"",2,"normal",125,10,,,
"Back day","9 Oct 2024, 07:58","9 Oct 2024, 08:32","","Bent Over Row (Barbell)",,"",3,"normal",125,10,,,
"Back day","9 Oct 2024, 07:58","9 Oct 2024, 08:32","","Bent Over Row (Barbell)",,"",4,"normal",125,10,,,
"Back day","9 Oct 2024, 07:58","9 Oct 2024, 08:32","","Iso-Lateral Row (Machine)",,"",0,"normal",102,10,,,
"Back day","9 Oct 2024, 07:58","9 Oct 2024, 08:32","","Iso-Lateral Row (Machine)",,"",1,"normal",102,10,,,
"Back day","9 Oct 2024, 07:58","9 Oct 2024, 08:32","","Iso-Lateral Row (Machine)",,"",2,"normal",102,10,,,
"Back day","9 Oct 2024, 07:58","9 Oct 2024, 08:32","","Lat Pulldown (Machine)",,"",0,"normal",55,10,,,
"Back day","9 Oct 2024, 07:58","9 Oct 2024, 08:32","","Lat Pulldown (Machine)",,"",1,"normal",55,10,,,
"Back day","9 Oct 2024, 07:58","9 Oct 2024, 08:32","","Lat Pulldown (Machine)",,"",2,"normal",75,10,,,
"Back day","9 Oct 2024, 07:58","9 Oct 2024, 08:32","","Pull Up",,"",0,"normal",,8,,,
"Back day","9 Oct 2024, 07:58","9 Oct 2024, 08:32","","Pull Up",,"",1,"normal",,5,,,
"Back day","9 Oct 2024, 07:58","9 Oct 2024, 08:32","","Pull Up",,"",2,"normal",,6,,,
