"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Morning workout ☀️","20 Oct 2024, 18:18","20 Oct 2024, 19:31","","Seated Leg Curl (Machine)",,"",3,"normal",110,8,,,
"Morning workout ☀️","20 Oct 2024, 18:18","20 Oct 2024, 19:31","","Lat Pulldown (Cable)",,"",0,"normal",70,12,,,
"Morning workout ☀️","20 Oct 2024, 18:18","20 Oct 2024, 19:31","","Lat Pulldown (Cable)",,"",1,"normal",75,12,,,
"Morning workout ☀️","20 Oct 2024, 18:18","20 Oct 2024, 19:31","","Lat Pulldown (Cable)",,"",2,"normal",85,12,,,
"Morning workout ☀️","19 Oct 2024, 17:40","19 Oct 2024, 18:32","","Bent Over Row (Barbell)",,"145 RPE 9",0,"normal",75,8,,,
"Morning workout ☀️","19 Oct 2024, 17:40","19 Oct 2024, 18:32","","Bent Over Row (Barbell)",,"145 RPE 9",1,"normal",105,8,,,
"Morning workout ☀️","19 Oct 2024, 17:40","19 Oct 2024, 18:32","","Bent Over Row (Barbell)",,"145 RPE 9",2,"normal",125,8,,,
"Morning workout ☀️","19 Oct 2024, 17:40","19 Oct 2024, 18:32","","Bent Over Row (Barbell)",,"145 RPE 9",3,"normal",145,8,,,
"Morning workout ☀️","19 Oct 2024, 17:40","19 Oct 2024, 18:32","","Bent Over Row (Barbell)",,"145 RPE 9",4,"normal",145,8,,,
"Morning workout ☀️","19 Oct 2024, 17:40","19 Oct 2024, 18:32","","Triceps Dip (Weighted)",,"",0,"normal",15,6,,,
"Morning workout ☀️","19 Oct 2024, 17:40","19 Oct 2024, 18:32","","Triceps Dip (Weighted)",,"",1,"normal",25,6,,,
"Morning workout ☀️","19 Oct 2024, 17:40","19 Oct 2024, 18:32","","Triceps Dip (Weighted)",,"",2,"normal",35,6,,,
"Morning workout ☀️","19 Oct 2024, 17:40","19 Oct 2024, 18:32","","Triceps Dip (Weighted)",,"",3,"normal",45,6,,,
"Morning workout ☀️","19 Oct 2024, 17:40","19 Oct 2024, 18:32","","Triceps Dip (Weighted)",,"",4,"normal",45,6,,,
"Morning workout ☀️","19 Oct 2024, 17:40","19 Oct 2024, 18:32","","Triceps Dip (Weighted)",,"",5,"normal",45,6,,,
"Morning workout ☀️","19 Oct 2024, 17:40","19 Oct 2024, 18:32","","Lat Pulldown (Cable)",,"",0,"normal",75,12,,,
"Morning workout ☀️","19 Oct 2024, 17:40","19 Oct 2024, 18:32","","Lat Pulldown (Cable)",,"",1,"normal",85,12,,,
"Morning workout ☀️","19 Oct 2024, 17:40","19 Oct 2024, 18:32","","Lat Pulldown (Cable)",,"",2,"normal",100,12,,,
"Morning workout ☀️","19 Oct 2024, 17:40","19 Oct 2024, 18:32","","Lat Pulldown (Cable)",,"",3,"normal",105,11,,,
"Morning workout ☀️","19 Oct 2024, 17:40","19 Oct 2024, 18:32","","Decline Crunch",,"",0,"normal",,15,,,
"Morning workout ☀️","19 Oct 2024, 17:40","19 Oct 2024, 18:32","","Decline Crunch",,"",1,"normal",,15,,,
"Morning workout ☀️","19 Oct 2024, 17:40","19 Oct 2024, 18:32","","Decline Crunch",,"",2,"normal",,15,,,
"Evening workout 🏋️","18 Oct 2024, 04:55","18 Oct 2024, 05:45","","Deadlift (Barbell)",,"185 RPE 6
205",0,"normal",135,6,,,
"Evening workout 🏋️","18 Oct 2024, 04:55","18 Oct 2024, 05:45","","Deadlift (Barbell)",,"185 RPE 6
205",1,"normal",185,6,,,
"Evening workout 🏋️","18 Oct 2024, 04:55","18 Oct 2024, 05:45","","Deadlift (Barbell)",,"185 RPE 6
205",2,"normal",205,6,,,
"Evening workout 🏋️","18 Oct 2024, 04:55","18 Oct 2024, 05:45","","Deadlift (Barbell)",,"185 RPE 6
205",3,"normal",225,6,,,
"Evening workout 🏋️","18 Oct 2024, 04:55","18 Oct 2024, 05:45","","Deadlift (Barbell)",,"185 RPE 6
205",4,"normal",225,6,,,
"Evening workout 🏋️","18 Oct 2024, 04:55","18 Oct 2024, 05:45","","Deadlift (Barbell)",,"185 RPE 6
205",5,"normal",245,6,,,
"Evening workout 🏋️","18 Oct 2024, 04:55","18 Oct 2024, 05:45","","Deadlift (Barbell)",,"185 RPE 6
205",6,"normal",185,6,,,
"Evening workout 🏋️","18 Oct 2024, 04:55","18 Oct 2024, 05:45","","Deadlift (Barbell)",,"185 RPE 6
205",7,"normal",185,6,,,
"Evening workout 🏋️","18 Oct 2024, 04:55","18 Oct 2024, 05:45","","Incline Bench Press (Barbell)",,"95 RPE 7",0,"normal",95,10,,,
"Evening workout 🏋️","18 Oct 2024, 04:55","18 Oct 2024, 05:45","","Incline Bench Press (Barbell)",,"95 RPE 7",1,"normal",105,10,,,
"Evening workout 🏋️","18 Oct 2024, 04:55","18 Oct 2024, 05:45","","Incline Bench Press (Barbell)",,"95 RPE 7",2,"normal",110,10,,,
"Evening workout 🏋️","18 Oct 2024, 04:55","18 Oct 2024, 05:45","","Incline Bench Press (Barbell)",,"95 RPE 7",3,"normal",95,10,,,
"Leg Day","15 Oct 2024, 15:40","15 Oct 2024, 16:34","","Squat (Barbell)",,"",0,"warmup",45,10,,,
"Leg Day","15 Oct 2024, 15:40","15 Oct 2024, 16:34","","Squat (Barbell)",,"",1,"warmup",135,8,,,
"Leg Day","15 Oct 2024, 15:40","15 Oct 2024, 16:34","","Squat (Barbell)",,"",2,"warmup",185,5,,,
"Leg Day","15 Oct 2024, 15:40","15 Oct 2024, 16:34","","Squat (Barbell)",,"",3,"warmup",205,5,,,
"Leg Day","15 Oct 2024, 15:40","15 Oct 2024, 16:34","","Squat (Barbell)",,"",4,"normal",225,5,,,
"Leg Day","15 Oct 2024, 15:40","15 Oct 2024, 16:34","","Squat (Barbell)",,"",5,"normal",235,5,,,
"Leg Day","15 Oct 2024, 15:40","15 Oct 2024, 16:34","","Squat (Barbell)",,"",6,"normal",245,5,,,
"Leg Day","15 Oct 2024, 15:40","15 Oct 2024, 16:34","","Bulgarian Split Squat",,"",0,"normal",40,10,,,
"Leg Day","15 Oct 2024, 15:40","15 Oct 2024, 16:34","","Bulgarian Split Squat",,"",1,"normal",40,10,,,
"Leg Day","15 Oct 2024, 15:40","15 Oct 2024, 16:34","","Bulgarian Split Squat",,"",2,"normal",40,10,,,
"Leg Day","15 Oct 2024, 15:40","15 Oct 2024, 16:34","","Hip Abduction (Machine)",,"",0,"normal",145,10,,,
"Leg Day","15 Oct 2024, 15:40","15 Oct 2024, 16:34","","Hip Abduction (Machine)",,"",1,"normal",145,10,,,
"Leg Day","15 Oct 2024, 15:40","15 Oct 2024, 16:34","","Hip Abduction (Machine)",,"",2,"normal",145,10,,,
"Leg Day","15 Oct 2024, 15:40","15 Oct 2024, 16:34","","Hip Adduction (Machine)",,"",0,"normal",145,15,,,
"Leg Day","15 Oct 2024, 15:40","15 Oct 2024, 16:34","","Hip Adduction (Machine)",,"",1,"normal",160,15,,,
"Leg Day","15 Oct 2024, 15:40","15 Oct 2024, 16:34","","Hip Adduction (Machine)",,"",2,"normal",160,12,,,
"Back day","13 Oct 2024, 00:26","13 Oct 2024, 01:29","","Deadlift (Barbell)",,"",0,"normal",135,10,,,
"Back day","13 Oct 2024, 00:26","13 Oct 2024, 01:29","","Deadlift (Barbell)",,"",1,"normal",155,5,,,
"Back day","13 Oct 2024, 00:26","13 Oct 2024, 01:29","","Deadlift (Barbell)",,"",2,"normal",185,5,,,
"Back day","13 Oct 2024, 00:26","13 Oct 2024, 01:29","","Deadlift (Barbell)",,"",3,"normal",205,5,,,
"Back day","13 Oct 2024, 00:26","13 Oct 2024, 01:29","","Deadlift (Barbell)",,"",4,"normal",225,5,,,
"Back day","13 Oct 2024, 00:26","13 Oct 2024, 01:29","","Deadlift (Barbell)",,"",5,"normal",225,5,,,
"Back day","13 Oct 2024, 00:26","13 Oct 2024, 01:29","","Bent Over Row (Barbell)",,"",0,"normal",95,10,,,
"Back day","13 Oct 2024, 00:26","13 Oct 2024, 01:29","","Bent Over Row (Barbell)",,"",1,"normal",95,10,,,
"Back day","13 Oct 2024, 00:26","13 Oct 2024, 01:29","","Bent Over Row (Barbell)",,"",2,"normal",125,10,,,
"Back day","13 Oct 2024, 00:26","13 Oct 2024, 01:29","","Pull Up",,"",0,"normal",,6,,,
"Back day","13 Oct 2024, 00:26","13 Oct 2024, 01:29","","Pull Up",,"",1,"normal",,6,,,
"Back day","13 Oct 2024, 00:26","13 Oct 2024, 01:29","","Pull Up",,"",2,"normal",,6,,,
"Back day","13 Oct 2024, 00:26","13 Oct 2024, 01:29","","Iso-Lateral Row (Machine)",,"",0,"normal",102,10,,,
"Back day","13 Oct 2024, 00:26","13 Oct 2024, 01:29","","Iso-Lateral Row (Machine)",,"",1,"normal",102,10,,,
"Back day","13 Oct 2024, 00:26","13 Oct 2024, 01:29","","Iso-Lateral Row (Machine)",,"",2,"normal",102,10,,,
"Back day","13 Oct 2024, 00:26","13 Oct 2024, 01:29","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",55,10,,,
"Back day","13 Oct 2024, 00:26","13 Oct 2024, 01:29","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",70,10,,,
"Back day","13 Oct 2024, 00:26","13 Oct 2024, 01:29","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",70,10,,,
"Back day","13 Oct 2024, 00:26","13 Oct 2024, 01:29","","Rear Delt Reverse Fly (Dumbbell)",,"",0,"normal",25,10,,,
"Back day","13 Oct 2024, 00:26","13 Oct 2024, 01:29","","Rear Delt Reverse Fly (Dumbbell)",,"",1,"normal",25,10,,,
"Back day","13 Oct 2024, 00:26","13 Oct 2024, 01:29","","Rear Delt Reverse Fly (Dumbbell)",,"",2,"normal",25,10,,,
"Back day","13 Oct 2024, 00:26","13 Oct 2024, 01:29","","Face Pull",,"",0,"normal",20,10,,,
"Back day","13 Oct 2024, 00:26","13 Oct 2024, 01:29","","Face Pull",,"",1,"normal",20,10,,,
"Back day","13 Oct 2024, 00:26","13 Oct 2024, 01:29","","Face Pull",,"",2,"normal",20,10,,,
"Chest","11 Oct 2024, 15:52","11 Oct 2024, 16:49","","Bench Press (Barbell)",,"",0,"warmup",45,10,,,
"Chest","11 Oct 2024, 15:52","11 Oct 2024, 16:49","","Bench Press (Barbell)",,"",1,"warmup",95,10,,,
"Chest","11 Oct 2024, 15:52","11 Oct 2024, 16:49","","Bench Press (Barbell)",,"",2,"warmup",135,8,,,
"Chest","11 Oct 2024, 15:52","11 Oct 2024, 16:49","","Bench Press (Barbell)",,"",3,"warmup",155,5,,,
"Chest","11 Oct 2024, 15:52","11 Oct 2024, 16:49","","Bench Press (Barbell)",,"",4,"normal",165,5,,,
"Chest","11 Oct 2024, 15:52","11 Oct 2024, 16:49","","Bench Press (Barbell)",,"",5,"normal",170,5,,,
"Chest","11 Oct 2024, 15:52","11 Oct 2024, 16:49","","Bench Press (Barbell)",,"",6,"normal",175,3,,,
"Chest","11 Oct 2024, 15:52","11 Oct 2024, 16:49","","Overhead Press (Barbell)",,"",0,"normal",75,12,,,
"Chest","11 Oct 2024, 15:52","11 Oct 2024, 16:49","","Overhead Press (Barbell)",,"",1,"normal",75,10,,,
"Chest","11 Oct 2024, 15:52","11 Oct 2024, 16:49","","Overhead Press (Barbell)",,"",2,"normal",75,10,,,
"Chest","11 Oct 2024, 15:52","11 Oct 2024, 16:49","","Bicep Curl (Machine)",,"",0,"normal",45,12,,,
"Chest","11 Oct 2024, 15:52","11 Oct 2024, 16:49","","Bicep Curl (Machine)",,"",1,"normal",45,10,,,
"Chest","11 Oct 2024, 15:52","11 Oct 2024, 16:49","","Bicep Curl (Machine)",,"",2,"normal",45,10,,,
"Chest","11 Oct 2024, 15:52","11 Oct 2024, 16:49","","Incline Bench Press (Dumbbell)",,"",0,"normal",60,10,,,
"Chest","11 Oct 2024, 15:52","11 Oct 2024, 16:49","","Incline Bench Press (Dumbbell)",,"",1,"normal",60,12,,,
"Chest","11 Oct 2024, 15:52","11 Oct 2024, 16:49","","Incline Bench Press (Dumbbell)",,"",2,"normal",60,12,,,
"Chest","11 Oct 2024, 15:52","11 Oct 2024, 16:49","","Skullcrusher (Barbell)",,"",0,"normal",45,10,,,
"Chest","11 Oct 2024, 15:52","11 Oct 2024, 16:49","","Skullcrusher (Barbell)",,"",1,"normal",45,10,,,
"Chest","11 Oct 2024, 15:52","11 Oct 2024, 16:49","","Skullcrusher (Barbell)",,"",2,"normal",45,10,,,
"Back day","9 Oct 2024, 15:58","9 Oct 2024, 16:32","","Bent Over Row (Barbell)",,"",0,"normal",45,8,,,
"Back day","9 Oct 2024, 15:58","9 Oct 2024, 16:32","","Bent Over Row (Barbell)",,"",1,"normal",95,10,,,
"Back day","9 Oct 2024, 15:58","9 Oct 2024, 16:32","","Bent Over Row (Barbell)",,"",2,"normal",125,10,,,
"Back day","9 Oct 2024, 15:58","9 Oct 2024, 16:32","","Bent Over Row (Barbell)",,"",3,"normal",125,10,,,
"Back day","9 Oct 2024, 15:58","9 Oct 2024, 16:32","","Bent Over Row (Barbell)",,"",4,"normal",125,10,,,
"Back day","9 Oct 2024, 15:58","9 Oct 2024, 16:32","","Iso-Lateral Row (Machine)",,"",0,"normal",102,10,,,
"Back day","9 Oct 2024, 15:58","9 Oct 2024, 16:32","","Iso-Lateral Row (Machine)",,"",1,"normal",102,10,,,
"Back day","9 Oct 2024, 15:58","9 Oct 2024, 16:32","","Iso-Lateral Row (Machine)",,"",2,"normal",102,10,,,
"Back day","9 Oct 2024, 15:58","9 Oct 2024, 16:32","","Lat Pulldown (Machine)",,"",0,"normal",55,10,,,
"Back day","9 Oct 2024, 15:58","9 Oct 2024, 16:32","","Lat Pulldown (Machine)",,"",1,"normal",55,10,,,
"Back day","9 Oct 2024, 15:58","9 Oct 2024, 16:32","","Lat Pulldown (Machine)",,"",2,"normal",75,10,,,
"Back day","9 Oct 2024, 15:58","9 Oct 2024, 16:32","","Pull Up",,"",0,"normal",,8,,,
"Back day","9 Oct 2024, 15:58","9 Oct 2024, 16:32","","Pull Up",,"",1,"normal",,5,,,
"Back day","9 Oct 2024, 15:58","9 Oct 2024, 16:32","","Pull Up",,"",2,"normal",,6,,,
"Leg Day","9 Oct 2024, 02:55","9 Oct 2024, 03:43","","Squat (Barbell)",,"",0,"warmup",45,10,,0,
"Leg Day","9 Oct 2024, 02:55","9 Oct 2024, 03:43","","Squat (Barbell)",,"",1,"warmup",135,8,,0,
"Leg Day","9 Oct 2024, 02:55","9 Oct 2024, 03:43","","Squat (Barbell)",,"",2,"warmup",185,5,,0,
"Leg Day","9 Oct 2024, 02:55","9 Oct 2024, 03:43","","Squat (Barbell)",,"",3,"warmup",205,5,,0,
"Leg Day","9 Oct 2024, 02:55","9 Oct 2024, 03:43","","Squat (Barbell)",,"",4,"normal",225,5,,0,
"Leg Day","9 Oct 2024, 02:55","9 Oct 2024, 03:43","","Squat (Barbell)",,"",5,"normal",225,5,,0,
"Leg Day","9 Oct 2024, 02:55","9 Oct 2024, 03:43","","Squat (Barbell)",,"",6,"normal",225,5,,0,
"Leg Day","9 Oct 2024, 02:55","9 Oct 2024, 03:43","","Lying Leg Curl (Machine)",,"",0,"normal",95,10,,0,
"Leg Day","9 Oct 2024, 02:55","9 Oct 2024, 03:43","","Lying Leg Curl (Machine)",,"",1,"normal",95,10,,0,
"Chest","1 Oct 2024, 04:27","1 Oct 2024, 05:21","","Bench Press (Barbell)",,"",0,"warmup",45,10,,,
"Chest","1 Oct 2024, 04:27","1 Oct 2024, 05:21","","Bench Press (Barbell)",,"",1,"warmup",95,10,,,
"Chest","1 Oct 2024, 04:27","1 Oct 2024, 05:21","","Bench Press (Barbell)",,"",2,"warmup",135,8,,,
"Chest","1 Oct 2024, 04:27","1 Oct 2024, 05:21","","Bench Press (Barbell)",,"",3,"warmup",155,5,,,
"Chest","1 Oct 2024, 04:27","1 Oct 2024, 05:21","","Bench Press (Barbell)",,"",4,"normal",165,4,,,
"Chest","1 Oct 2024, 04:27","1 Oct 2024, 05:21","","Bench Press (Barbell)",,"",5,"normal",165,3,,,
"Chest","1 Oct 2024, 04:27","1 Oct 2024, 05:21","","Bench Press (Barbell)",,"",6,"normal",155,5,,,
"Chest","1 Oct 2024, 04:27","1 Oct 2024, 05:21","","Overhead Press (Barbell)",,"",0,"normal",75,10,,,
"Chest","1 Oct 2024, 04:27","1 Oct 2024, 05:21","","Overhead Press (Barbell)",,"",1,"normal",75,8,,,
"Chest","1 Oct 2024, 04:27","1 Oct 2024, 05:21","","Overhead Press (Barbell)",,"",2,"normal",75,8,,,
"Chest","1 Oct 2024, 04:27","1 Oct 2024, 05:21","","Bicep Curl (Machine)",,"",0,"normal",64.99,12,,,
"Chest","1 Oct 2024, 04:27","1 Oct 2024, 05:21","","Bicep Curl (Machine)",,"",1,"normal",64.99,10,,,
"Chest","1 Oct 2024, 04:27","1 Oct 2024, 05:21","","Bicep Curl (Machine)",,"",2,"normal",64.99,10,,,
"Chest","1 Oct 2024, 04:27","1 Oct 2024, 05:21","","Chest Fly (Machine)",,"",0,"normal",100,10,,,
"Chest","1 Oct 2024, 04:27","1 Oct 2024, 05:21","","Chest Fly (Machine)",,"",1,"normal",100,10,,,
"Chest","1 Oct 2024, 04:27","1 Oct 2024, 05:21","","Chest Fly (Machine)",,"",2,"normal",100,10,,,
"Chest","1 Oct 2024, 04:27","1 Oct 2024, 05:21","","Triceps Rope Pushdown",,"",0,"normal",45,10,,,
"Chest","1 Oct 2024, 04:27","1 Oct 2024, 05:21","","Triceps Rope Pushdown",,"",1,"normal",45,10,,,
"Chest","1 Oct 2024, 04:27","1 Oct 2024, 05:21","","Triceps Rope Pushdown",,"",2,"normal",45,10,,,
"Chest","19 Sep 2024, 05:21","19 Sep 2024, 06:00","","Bench Press (Barbell)",,"",0,"warmup",45,10,,,
"Chest","19 Sep 2024, 05:21","19 Sep 2024, 06:00","","Bench Press (Barbell)",,"",1,"warmup",95,10,,,
"Chest","19 Sep 2024, 05:21","19 Sep 2024, 06:00","","Bench Press (Barbell)",,"",2,"warmup",135,8,,,
"Chest","19 Sep 2024, 05:21","19 Sep 2024, 06:00","","Bench Press (Barbell)",,"",3,"warmup",155,5,,,
"Chest","19 Sep 2024, 05:21","19 Sep 2024, 06:00","","Bench Press (Barbell)",,"",4,"normal",165,5,,,
"Chest","19 Sep 2024, 05:21","19 Sep 2024, 06:00","","Bench Press (Barbell)",,"",5,"normal",175,4,,,
"Chest","19 Sep 2024, 05:21","19 Sep 2024, 06:00","","Overhead Press (Barbell)",,"",0,"normal",75,10,,,
"Chest","19 Sep 2024, 05:21","19 Sep 2024, 06:00","","Bicep Curl (Machine)",,"",0,"normal",44.09,10,,,
"Chest","19 Sep 2024, 05:21","19 Sep 2024, 06:00","","Bicep Curl (Machine)",,"",1,"normal",44.09,10,,,
"Leg Day","18 Sep 2024, 00:46","18 Sep 2024, 01:42","","Squat (Barbell)",,"255 * 3 = 278 * 1",0,"warmup",45,10,,,
"Leg Day","18 Sep 2024, 00:46","18 Sep 2024, 01:42","","Squat (Barbell)",,"255 * 3 = 278 * 1",1,"warmup",135,8,,,
"Leg Day","18 Sep 2024, 00:46","18 Sep 2024, 01:42","","Squat (Barbell)",,"255 * 3 = 278 * 1",2,"warmup",185,5,,,
"Leg Day","18 Sep 2024, 00:46","18 Sep 2024, 01:42","","Squat (Barbell)",,"255 * 3 = 278 * 1",3,"warmup",215,5,,,
"Leg Day","18 Sep 2024, 00:46","18 Sep 2024, 01:42","","Squat (Barbell)",,"255 * 3 = 278 * 1",4,"normal",225,5,,,
"Leg Day","18 Sep 2024, 00:46","18 Sep 2024, 01:42","","Squat (Barbell)",,"255 * 3 = 278 * 1",5,"normal",245,5,,,
"Leg Day","18 Sep 2024, 00:46","18 Sep 2024, 01:42","","Squat (Barbell)",,"255 * 3 = 278 * 1",6,"normal",255,3,,,
"Leg Day","18 Sep 2024, 00:46","18 Sep 2024, 01:42","","Bulgarian Split Squat",,"20% of 1RP = 55 lbs = 25*2",0,"normal",50,10,,,
"Leg Day","18 Sep 2024, 00:46","18 Sep 2024, 01:42","","Bulgarian Split Squat",,"20% of 1RP = 55 lbs = 25*2",1,"normal",50,10,,,
"Leg Day","18 Sep 2024, 00:46","18 Sep 2024, 01:42","","Bulgarian Split Squat",,"20% of 1RP = 55 lbs = 25*2",2,"normal",50,10,,,
"Leg Day","18 Sep 2024, 00:46","18 Sep 2024, 01:42","","Lying Leg Curl (Machine)",,"Slowly",0,"normal",80,12,,,
"Leg Day","18 Sep 2024, 00:46","18 Sep 2024, 01:42","","Lying Leg Curl (Machine)",,"Slowly",1,"normal",80,11,,,
"Leg Day","18 Sep 2024, 00:46","18 Sep 2024, 01:42","","Lying Leg Curl (Machine)",,"Slowly",2,"normal",80,10,,,
"Leg Day","18 Sep 2024, 00:46","18 Sep 2024, 01:42","","Hip Abduction (Machine)",,"",0,"normal",130,10,,,
"Leg Day","18 Sep 2024, 00:46","18 Sep 2024, 01:42","","Hip Abduction (Machine)",,"",1,"normal",130,10,,,
"Leg Day","18 Sep 2024, 00:46","18 Sep 2024, 01:42","","Hip Abduction (Machine)",,"",2,"normal",130,10,,,
"Leg Day","18 Sep 2024, 00:46","18 Sep 2024, 01:42","","Hip Adduction (Machine)",,"",0,"normal",145,10,,,
"Leg Day","18 Sep 2024, 00:46","18 Sep 2024, 01:42","","Hip Adduction (Machine)",,"",1,"normal",160,10,,,
"Leg Day","18 Sep 2024, 00:46","18 Sep 2024, 01:42","","Hip Adduction (Machine)",,"",2,"normal",145,10,,,
"Back day","17 Sep 2024, 05:03","17 Sep 2024, 06:06","","Bent Over Row (Barbell)",,"",0,"normal",45,8,,,
"Back day","17 Sep 2024, 05:03","17 Sep 2024, 06:06","","Bent Over Row (Barbell)",,"",1,"normal",95,10,,,
"Back day","17 Sep 2024, 05:03","17 Sep 2024, 06:06","","Bent Over Row (Barbell)",,"",2,"normal",125,10,,,
"Back day","17 Sep 2024, 05:03","17 Sep 2024, 06:06","","Bent Over Row (Barbell)",,"",3,"normal",105,10,,,
"Back day","17 Sep 2024, 05:03","17 Sep 2024, 06:06","","Bent Over Row (Barbell)",,"",4,"normal",105,10,,,
"Back day","17 Sep 2024, 05:03","17 Sep 2024, 06:06","","T Bar Row",,"",0,"normal",85,12,,,
"Back day","17 Sep 2024, 05:03","17 Sep 2024, 06:06","","T Bar Row",,"",1,"normal",85,12,,,
"Back day","17 Sep 2024, 05:03","17 Sep 2024, 06:06","","T Bar Row",,"",2,"normal",85,12,,,
"Back day","17 Sep 2024, 05:03","17 Sep 2024, 06:06","","Iso-Lateral High Row (Machine)",,"",0,"normal",92,10,,,
"Back day","17 Sep 2024, 05:03","17 Sep 2024, 06:06","","Iso-Lateral High Row (Machine)",,"",1,"normal",92,12,,,
"Back day","17 Sep 2024, 05:03","17 Sep 2024, 06:06","","Iso-Lateral High Row (Machine)",,"",2,"normal",92,12,,,
"Back day","17 Sep 2024, 05:03","17 Sep 2024, 06:06","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",85,10,,,
"Back day","17 Sep 2024, 05:03","17 Sep 2024, 06:06","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",100,10,,,
"Back day","17 Sep 2024, 05:03","17 Sep 2024, 06:06","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",100,10,,,
"Back day","17 Sep 2024, 05:03","17 Sep 2024, 06:06","","Lat Pulldown - Close Grip (Cable)",,"",3,"normal",100,10,,,
"Back day","17 Sep 2024, 05:03","17 Sep 2024, 06:06","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",40,10,,,
"Back day","17 Sep 2024, 05:03","17 Sep 2024, 06:06","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",40,10,,,
"Back day","17 Sep 2024, 05:03","17 Sep 2024, 06:06","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",40,10,,,
"Back day","17 Sep 2024, 05:03","17 Sep 2024, 06:06","","Pull Up",,"",0,"normal",,6,,,
"Back day","17 Sep 2024, 05:03","17 Sep 2024, 06:06","","Pull Up",,"",1,"normal",,5,,,
"Back day","17 Sep 2024, 05:03","17 Sep 2024, 06:06","","Single Arm Cable Row",,"",0,"normal",40,10,,,
"Back day","17 Sep 2024, 05:03","17 Sep 2024, 06:06","","Single Arm Cable Row",,"",1,"normal",40,10,,,
"Back day","17 Sep 2024, 05:03","17 Sep 2024, 06:06","","Single Arm Cable Row",,"",2,"normal",40,10,,,
"Back day","17 Sep 2024, 05:03","17 Sep 2024, 06:06","","Face Pull",,"",0,"normal",40,10,,,
"Back day","17 Sep 2024, 05:03","17 Sep 2024, 06:06","","Face Pull",,"",1,"normal",40,10,,,
"Back day","17 Sep 2024, 05:03","17 Sep 2024, 06:06","","Face Pull",,"",2,"normal",40,10,,,
"Evening workout 🏋️","11 Sep 2024, 04:58","11 Sep 2024, 05:58","","Bench Press (Barbell)",,"",0,"normal",45,10,,,
"Evening workout 🏋️","11 Sep 2024, 04:58","11 Sep 2024, 05:58","","Bench Press (Barbell)",,"",1,"normal",95,10,,,
"Evening workout 🏋️","11 Sep 2024, 04:58","11 Sep 2024, 05:58","","Bench Press (Barbell)",,"",2,"normal",135,8,,,
"Evening workout 🏋️","11 Sep 2024, 04:58","11 Sep 2024, 05:58","","Bench Press (Barbell)",,"",3,"normal",155,5,,,
"Evening workout 🏋️","11 Sep 2024, 04:58","11 Sep 2024, 05:58","","Bench Press (Barbell)",,"",4,"normal",165,5,,,
"Evening workout 🏋️","11 Sep 2024, 04:58","11 Sep 2024, 05:58","","Bench Press (Barbell)",,"",5,"normal",175,5,,,
"Evening workout 🏋️","11 Sep 2024, 04:58","11 Sep 2024, 05:58","","Bench Press (Barbell)",,"",6,"normal",135,7,,,
"Evening workout 🏋️","11 Sep 2024, 04:58","11 Sep 2024, 05:58","","Incline Bench Press (Barbell)",,"",0,"normal",95,10,,,
"Evening workout 🏋️","11 Sep 2024, 04:58","11 Sep 2024, 05:58","","Incline Bench Press (Barbell)",,"",1,"normal",95,10,,,
"Evening workout 🏋️","11 Sep 2024, 04:58","11 Sep 2024, 05:58","","Incline Bench Press (Barbell)",,"",2,"normal",95,10,,,
"Evening workout 🏋️","11 Sep 2024, 04:58","11 Sep 2024, 05:58","","Chest Fly (Machine)",,"",0,"normal",85,10,,,
"Evening workout 🏋️","11 Sep 2024, 04:58","11 Sep 2024, 05:58","","Chest Fly (Machine)",,"",1,"normal",85,10,,,
"Evening workout 🏋️","11 Sep 2024, 04:58","11 Sep 2024, 05:58","","Chest Fly (Machine)",,"",2,"normal",85,10,,,
"Evening workout 🏋️","11 Sep 2024, 04:58","11 Sep 2024, 05:58","","Overhead Press (Barbell)",,"",0,"normal",75,10,,,
"Evening workout 🏋️","11 Sep 2024, 04:58","11 Sep 2024, 05:58","","Overhead Press (Barbell)",,"",1,"normal",75,10,,,
"Evening workout 🏋️","11 Sep 2024, 04:58","11 Sep 2024, 05:58","","Overhead Press (Barbell)",,"",2,"normal",75,8,,,
"Evening workout 🏋️","11 Sep 2024, 04:58","11 Sep 2024, 05:58","","Lateral Raise (Dumbbell)",,"",0,"normal",20,10,,,
"Evening workout 🏋️","11 Sep 2024, 04:58","11 Sep 2024, 05:58","","Lateral Raise (Dumbbell)",,"",1,"normal",20,10,,,
"Leg Day","10 Sep 2024, 04:57","10 Sep 2024, 05:55","","Squat (Barbell)",,"",0,"warmup",45,10,,,
"Leg Day","10 Sep 2024, 04:57","10 Sep 2024, 05:55","","Squat (Barbell)",,"",1,"warmup",135,8,,,
